avg,max,min,start,stddev,end
1.3002863514944925,4.104464760701717,0.15185166371607917,0,0.5923998246836848,10000
1.3101581399858226,4.104464760701717,0.15185166371607917,500,0.5833516160510277,10500
1.3095854520165722,4.104464760701717,0.15185166371607917,1000,0.581805448268795,11000
1.2889036362268969,4.104464760701717,0.15185166371607917,1500,0.57351408112329,11500
1.2925311929259695,4.104464760701717,0.15185166371607917,2000,0.5801673588843427,12000
1.2982596611815083,4.104464760701717,0.15185166371607917,2500,0.595992576843561,12500
1.2942269460495608,4.104464760701717,0.16383518379428097,3000,0.5923650365243686,13000
1.2693988745909277,4.104464760701717,0.20121090065699565,3500,0.5609796190297456,13500
1.2310296316523057,2.79717937999031,0.20121090065699565,4000,0.4927513528208718,14000
1.2295664720499975,2.8174843343619425,0.20121090065699565,4500,0.5090207852194539,14500
1.225401928584308,2.8174843343619425,0.20121090065699565,5000,0.504405628839453,15000
1.2131436460733145,2.8174843343619425,0.20121090065699565,5500,0.493747404173294,15500
1.2161840826187176,2.8174843343619425,0.20121090065699565,6000,0.4891311499129766,16000
1.1985954805883465,2.8174843343619425,0.20121090065699565,6500,0.48804550377357314,16500
1.1953425371207806,2.8174843343619425,0.20121090065699565,7000,0.4782359286201033,17000
1.1738028229725208,2.8174843343619425,0.20121090065699565,7500,0.4783893650260032,17500
1.184822302071474,2.8174843343619425,0.20121090065699565,8000,0.4745254511332879,18000
1.1930521462976154,2.8174843343619425,0.20121090065699565,8500,0.4675183834081792,18500
1.186447449614166,2.8174843343619425,0.20121090065699565,9000,0.4589927316159438,19000
1.1869497151494257,2.8174843343619425,0.20121090065699565,9500,0.4494151786844937,19500
1.187839009565836,2.8174843343619425,0.45091737137427484,10000,0.44078859869443887,20000
1.2338283115524251,4.555990355965947,0.45091737137427484,10500,0.5426388667432793,20500
1.3023650990267641,4.555990355965947,0.45091737137427484,11000,0.6194555803357475,21000
1.325406502034779,4.555990355965947,0.47130526931118766,11500,0.6176211204348387,21500
1.3307066640122753,4.555990355965947,0.47130526931118766,12000,0.6120052061900842,22000
1.3317633093564283,4.555990355965947,0.533355483808024,12500,0.5935607111033209,22500
1.3444711105068725,4.555990355965947,0.533355483808024,13000,0.5987841426413105,23000
1.3638805622954495,4.555990355965947,0.533355483808024,13500,0.6041409113625864,23500
1.3655619071115068,4.555990355965947,0.533355483808024,14000,0.5996604051572131,24000
1.3902757823025627,4.555990355965947,0.5354828565588126,14500,0.5878604061863005,24500
1.4149140255525081,4.555990355965947,0.5354828565588126,15000,0.6062478117937403,25000
1.447327193573545,4.555990355965947,0.5354828565588126,15500,0.6077355616726005,25500
1.4953512296542029,4.555990355965947,0.5354828565588126,16000,0.6331847549410842,26000
1.5830910464271566,4.555990355965947,0.5354828565588126,16500,0.7052486931133657,26500
1.6124709840311695,4.555990355965947,0.5354828565588126,17000,0.712779039589795,27000
1.6341149718250794,4.555990355965947,0.5354828565588126,17500,0.7015688797310721,27500
1.6478788918979768,4.555990355965947,0.5354828565588126,18000,0.7066987899095513,28000
1.6309953157269585,4.555990355965947,0.5354828565588126,18500,0.7121604106428723,28500
1.6243074150077603,4.555990355965947,0.3701737345183812,19000,0.7212892894531591,29000
1.6302829522184878,4.555990355965947,0.3701737345183812,19500,0.729947227344213,29500
1.6356767885682617,4.555990355965947,0.3701737345183812,20000,0.7279041272707379,30000
1.5768185508225157,4.25666340544599,0.2405181990174866,20500,0.6884682308159047,30500
1.5195552189142318,4.100776449521925,0.2405181990174866,21000,0.6473992836588098,31000
1.5228631609301968,4.100776449521925,0.2405181990174866,21500,0.6600564031324949,31500
1.5294109120335528,4.100776449521925,0.2405181990174866,22000,0.6594125676325163,32000
1.524011215578362,4.100776449521925,0.12856059675718953,22500,0.6700815620213859,32500
1.5070812847802326,4.100776449521925,0.12856059675718953,23000,0.668091226193587,33000
1.5317548602505318,4.100776449521925,0.12856059675718953,23500,0.6917788142285106,33500
1.581268082627634,4.100776449521925,0.12856059675718953,24000,0.7116474034002231,34000
1.570947080155694,4.100776449521925,0.12856059675718953,24500,0.7253269796020974,34500
1.5689764371363568,4.100776449521925,0.12856059675718953,25000,0.7204007445485029,35000
1.569781284939206,4.100776449521925,0.12856059675718953,25500,0.734174129171923,35500
1.5240860479273908,4.100776449521925,0.12856059675718953,26000,0.7223486799112601,36000
1.4449799951963473,3.5897405425294817,0.12856059675718953,26500,0.6377605302845303,36500
1.4147362758672002,3.5897405425294817,0.12856059675718953,27000,0.6272577643751691,37000
1.418974556339373,3.5897405425294817,0.12856059675718953,27500,0.6287132221830307,37500
1.4162294041608043,3.5897405425294817,0.12856059675718953,28000,0.6275271979621152,38000
1.4250785138355384,3.5897405425294817,0.12856059675718953,28500,0.6269529710916794,38500
1.4266626531656714,3.5897405425294817,0.12856059675718953,29000,0.6244226806437068,39000
1.4195416344291014,3.5897405425294817,0.12856059675718953,29500,0.6141938964728673,39500
1.4475830951749915,3.5897405425294817,0.12856059675718953,30000,0.62835701511738,40000
1.4453570375853617,3.5897405425294817,0.12856059675718953,30500,0.6183665141464088,40500
1.4300707070336474,3.5897405425294817,0.12856059675718953,31000,0.6216017500720569,41000
1.3932008732195118,3.5897405425294817,0.12856059675718953,31500,0.6059095577168754,41500
1.3868837167057184,3.5897405425294817,0.12856059675718953,32000,0.6023768836617863,42000
1.443083037688878,5.838410383869411,0.33649716851836636,32500,0.7160048271975649,42500
1.466918368797623,5.838410383869411,0.33649716851836636,33000,0.7223665483373922,43000
1.4285484145088088,5.838410383869411,0.33649716851836636,33500,0.6912380553560686,43500
1.4019024072611508,5.838410383869411,0.33649716851836636,34000,0.6611020631712068,44000
1.414869832208371,5.838410383869411,0.33649716851836636,34500,0.6613777378442447,44500
1.4527977801529297,5.838410383869411,0.14687632500507192,35000,0.7182012274940598,45000
1.4229540771906466,5.838410383869411,0.14687632500507192,35500,0.7056559743379496,45500
1.4340742459105391,5.838410383869411,0.14687632500507192,36000,0.715441285840657,46000
1.4355197829820183,5.838410383869411,0.14687632500507192,36500,0.718351015740932,46500
1.4633367353808604,5.838410383869411,0.14687632500507192,37000,0.722827142869369,47000
1.4772342262313907,5.838410383869411,0.14687632500507192,37500,0.7299007547373615,47500
1.4824179191026077,5.838410383869411,0.14687632500507192,38000,0.7406096138103079,48000
1.4693100887579043,5.838410383869411,0.14687632500507192,38500,0.7428095127054496,48500
1.459446167141169,5.838410383869411,0.14687632500507192,39000,0.7427440814642363,49000
1.4537238518061313,5.838410383869411,0.14687632500507192,39500,0.7428208297317316,49500
1.4257775217846582,5.838410383869411,0.14687632500507192,40000,0.7351988415055511,50000
1.418484300247624,5.838410383869411,0.14687632500507192,40500,0.7403310453065405,50500
